signal_date,mode,top_mean_forward_return,bottom_mean_forward_return,spread,spread_std,spread_t_stat,positive_spread_ratio,n_quarters
2017-03-31 00:00:00,within_sector,0.06671433810619923,0.3124070609954507,-0.24569272288925145,,,,
2017-06-30 00:00:00,within_sector,0.002168507534695552,-0.04955188758318263,0.05172039511787818,,,,
2017-12-28 00:00:00,within_sector,0.010759901887098022,0.08258068871979107,-0.07182078683269305,,,,
2019-06-28 00:00:00,within_sector,0.08589179723725524,-0.09836536217953498,0.18425715941679022,,,,
2019-09-30 00:00:00,within_sector,0.01621963437714352,0.0013663793803458113,0.01485325499679771,,,,
2019-12-30 00:00:00,within_sector,-0.09800366663525753,0.07687073420289228,-0.1748744008381498,,,,
2020-03-31 00:00:00,within_sector,0.26987798971639865,0.262857348011919,0.007020641704479635,,,,
2020-06-30 00:00:00,within_sector,0.973384085710844,0.16558603528896504,0.8077980504218789,,,,
2020-09-29 00:00:00,within_sector,0.15302676728051423,0.32820332436770805,-0.17517655708719382,,,,
2020-12-30 00:00:00,within_sector,0.1944038461275612,0.05520652425019579,0.13919732187736542,,,,
2021-03-31 00:00:00,within_sector,0.3440336452499641,0.07053983888169586,0.27349380636826826,,,,
2021-06-30 00:00:00,within_sector,-0.08899503816170176,0.13536802633674447,-0.22436306449844623,,,,
2021-09-30 00:00:00,within_sector,-0.031817744788095154,0.02785393155931068,-0.05967167634740583,,,,
2021-12-30 00:00:00,within_sector,0.05414645836007784,0.23922724253188246,-0.18508078417180462,,,,
2023-09-27 00:00:00,within_sector,0.1490295809282342,0.029579167505567577,0.11945041342266663,,,,
2023-12-28 00:00:00,within_sector,0.38437188172332887,0.07247033305815803,0.31190154866517084,,,,
2024-03-29 00:00:00,within_sector,0.2760103753805013,0.5085413523238131,-0.23253097694331182,,,,
2024-09-30 00:00:00,within_sector,-0.08925297762191745,-0.13864083215621437,0.04938785453429692,,,,
2025-06-30 00:00:00,within_sector,-0.04467419088176772,0.053834700299683014,-0.09850889118145073,,,,
2025-09-30 00:00:00,within_sector,0.07763522964718356,0.09547914187421988,-0.017843912227036324,,,,
2025-12-30 00:00:00,within_sector,0.45477149830212404,0.3926871950644608,0.06208430323766323,,,,
2026-03-31 00:00:00,within_sector,0.5982570598147952,0.36988670255312955,0.2283703572616656,,,,
ALL,within_sector,0.17081631724068994,0.13609034751304552,0.03472596972764444,0.2396539670601687,0.6796433945314226,0.5454545454545454,22.0
